fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#4F4F4F	-0.5	0	-0.625	-0.375	-2.5	2.5
#222222	0.25	0	0.125	0.375	-2.5	2.5
#222222	-0.25	0	-0.375	-0.125	-2.5	2.5
#4F4F4F	0.5	0	0.375	0.625	-2.5	2.5
#797979	-0.75	0	-0.875	-0.625	-2.5	2.5
#ABABAB	-1.25	0	-1.375	-1.125	-2.5	2.5
#757575	0.75	0	0.625	0.875	-2.5	2.5
#898989	-1	0	-1.125	-0.875	-2.5	2.5
#A1A1A1	1	0	0.875	1.125	-2.5	2.5
#EAEAEA	-2	0	-2.125	-1.875	-2.5	2.5
#9B9B9B	1.25	0	1.125	1.375	-2.5	2.5
#CACACA	1.5	0	1.375	1.625	-2.5	2.5
#8D8D8D	2.5	0	2.375	2.625	-2.5	2.5
#DEDEDE	2	0	1.875	2.125	-2.5	2.5
#C2C2C2	-1.5	0	-1.625	-1.375	-2.5	2.5
#FFFFFF	-2.5	0	-2.625	-2.375	-2.5	2.5
#CFCFCF	-1.75	0	-1.875	-1.625	-2.5	2.5
#C2C2C2	-3.5	0	-3.625	-3.375	-2.5	2.5
#BBBBBB	0.75	5	0.625	0.875	2.5	7.5
#AEAEAE	0.5	5	0.375	0.625	2.5	7.5
#8E8E8E	-2.25	0	-2.375	-2.125	-2.5	2.5
#BBBBBB	-0.75	5	-0.875	-0.625	2.5	7.5
#A8A8A8	-1	5	-1.125	-0.875	2.5	7.5
#C5C5C5	-1.25	5	-1.375	-1.125	2.5	7.5
#FFFFFF	-1.75	5	-1.875	-1.625	2.5	7.5
#A9A9A9	-0.5	5	-0.625	-0.375	2.5	7.5
#DEDEDE	4	0	3.875	4.125	-2.5	2.5
#EAEAEA	1	5	0.875	1.125	2.5	7.5
#A9A9A9	-3	0	-3.125	-2.875	-2.5	2.5
#D6D6D6	1.75	0	1.625	1.875	-2.5	2.5
#EAEAEA	-0.25	5	-0.375	-0.125	2.5	7.5
#898989	1.25	15	1.125	1.375	12.5	17.5
#8A8A8A	1.25	20	1.125	1.375	17.5	22.5
#595959	1.25	30	1.125	1.375	27.5	32.5
#636363	1.25	25	1.125	1.375	22.5	27.5
#616161	1.25	35	1.125	1.375	32.5	37.5
#C2C2C2	1.5	35	1.375	1.625	32.5	37.5
#C2C2C2	1	25	0.875	1.125	22.5	27.5
#727272	1.25	40	1.125	1.375	37.5	42.5
#A4A4A4	1.5	40	1.375	1.625	37.5	42.5
#A9A9A9	1.5	45	1.375	1.625	42.5	47.5
#D6D6D6	1.5	30	1.375	1.625	27.5	32.5
#DEDEDE	1	20	0.875	1.125	17.5	22.5
#FFFFFF	1	15	0.875	1.125	12.5	17.5
#C2C2C2	1	30	0.875	1.125	27.5	32.5
#DEDEDE	1.5	25	1.375	1.625	22.5	27.5
#FFFFFF	0.75	15	0.625	0.875	12.5	17.5
#FFFFFF	1	10	0.875	1.125	7.5	12.5
#DEDEDE	1.25	45	1.125	1.375	42.5	47.5
#EAEAEA	1.5	55	1.375	1.625	52.5	57.5
#D6D6D6	1.5	50	1.375	1.625	47.5	52.5
#C5C5C5	0.25	5	0.125	0.375	2.5	7.5
#CFCFCF	3.25	0	3.125	3.375	-2.5	2.5
#EAEAEA	1.5	5	1.375	1.625	2.5	7.5
#6E6E6E	-1	15	-1.125	-0.875	12.5	17.5
#A3A3A3	-1.25	20	-1.375	-1.125	17.5	22.5
#B6B6B6	-0.75	15	-0.875	-0.625	12.5	17.5
#626262	-1	25	-1.125	-0.875	22.5	27.5
#525252	-1	20	-1.125	-0.875	17.5	22.5
#8C8C8C	-1.25	30	-1.375	-1.125	27.5	32.5
#838383	-1	10	-1.125	-0.875	7.5	12.5
#C5C5C5	-1.25	15	-1.375	-1.125	12.5	17.5
#878787	-1.25	25	-1.375	-1.125	22.5	27.5
#CFCFCF	-0.75	10	-0.875	-0.625	7.5	12.5
#B4B4B4	-1.25	10	-1.375	-1.125	7.5	12.5
#B8B8B8	-1	30	-1.125	-0.875	27.5	32.5
#BBBBBB	-1.25	35	-1.375	-1.125	32.5	37.5
#FFFFFF	-1.5	20	-1.625	-1.375	17.5	22.5
#FFFFFF	-1.5	15	-1.625	-1.375	12.5	17.5
